agency_id,agency_name,license_number,status,contact_info,city
AG831,Al-Arfat Manpower Oep,2728 / MTN,Active,,
AG832,Al-Hamidia Associates Recruiting Agency,2729 / SKT,Active,,Sialkot
AG833,Palm Travel OEP,2730 / SKT,Active,,Sialkot
AG834,Faisalabad Manpower Bureau,2732 / LHR,Active,,Lahore
AG835,Zafco International Manpower,2733 / KAR,Active,,Karachi
AG836,Red Rose Impact Employment Promoter,2734 / LHR,Active,,Lahore
AG837,Rapid travel and tourism Pvt Ltd,2735 / LHR,Active,,Lahore
AG838,Khudam International,2737 / MLK,Active,,Malakand
AG839,Jawahir al madina International,2738 / LHR,Active,,Lahore
AG840,New Mohsin Overseas,2739 / RWP,Active,,Rawalpindi
AG841,Sehari International,2740 / KAR,Active,,Karachi
AG842,Air Touch Corporation,2742 / LHR,Active,,Lahore
AG843,Al-Zarshid & Brothers Overseas Employment Promoters,2743 / PWR,Active,,
AG844,S.W.J. Brothers,2744 / KAR,Active,,Karachi
AG845,Aaraiz Manpower,2746 / RWP,Active,,Rawalpindi
AG846,Gouhar Manpower Express,2747 / PWR,Active,,
AG847,Pak Madina International OEP,2749 / KAR,Active,,Karachi
AG848,Marsad Recruiting Agency,2750 / MLK,Active,,Malakand
AG849,Yousafzai Brothers,2751 / PWR,Active,,
AG850,Labbaik Services Private Ltd.,2752 / RWP,Active,,Rawalpindi
AG851,Pearl International Manpower Services,2753 / RWP,Active,,Rawalpindi
AG852,Yaj Gulf Overseas Employment Promoter,2758 / RWP,Active,,Rawalpindi
AG853,Sindhi Manpower,2759 / KAR,Active,,Karachi
AG854,Rania International,2760 / MTN,Active,,
AG855,Royals International Recruiting Agency,2761 / RWP,Active,,Rawalpindi
AG856,Ameer & Sons,2763 / KAR,Active,,Karachi
AG857,Arshman Manpower Bureau,2764 / LHR,Active,,Lahore
AG858,Al-Riaz Overseas Employment Promotors,2766 / PWR,Active,,
AG859,Awan Brothers OEP,2768 / RWP,Active,,Rawalpindi
AG860,Nejran Overseas,2771 / PWR,Active,,
AG861,Burki Manpower Bureau,2772 / PWR,Active,,
AG862,Adnan Malik Enterprises,2774 / RWP,Active,,Rawalpindi
AG863,Shazail Overseas Employment Promoter,2775 / PWR,Active,,
AG864,WALEED INTERNATIONAL AGENCY,2776 / MLK,Active,,Malakand
AG865,Brohi International,2777 / DGK,Active,,D.G. Khan
AG866,Al-Mudasir Manpower Consultant,2778 / PWR,Active,,
AG867,Pak Makkah Enterprises,2779 / LHR,Active,,Lahore
AG868,Raipur International,2780 / SKT,Active,,Sialkot
AG869,Aswad International,2782 / RWP,Active,,Rawalpindi
AG870,Gold Ways Enterprises,2783 / SKT,Active,,Sialkot
AG871,Tootkas Overseas Employment Promoter,2786 / PWR,Active,,
AG872,Maqbool Overseas Employment,2787 / KAR,Active,,Karachi
AG873,Saleem Abbass Manpower Services,2788 / SKT,Active,,Sialkot
AG874,Long Range Manpower Bureau,2790 / RWP,Active,,Rawalpindi
AG875,Soo-e-Haram Manpower,2791 / KAR,Active,,Karachi
AG876,Afzon Recruiting Agency,2792 / RWP,Active,,Rawalpindi
AG877,Saman International,2793 / MLK,Active,,Malakand
AG878,Peace and Protective Recruiting Agency,2794 / ABT,Active,,Abbottabad
AG879,Kahout International,2795 / RWP,Active,,Rawalpindi
AG880,Easy Overseas Employment,2796 / KAR,Active,,Karachi
AG881,H.A.B Int. Karachi,2798 / KAR,Active,,Karachi
AG882,Arab League Manpower Agency,2800 / MLK,Active,,Malakand
AG883,Barcelona Overseas Employment Promoter,2801 / PWR,Active,,
AG884,SOS International,2805 / KAR,Active,,Karachi
AG885,Sofnain Ent Karachi,2806 / KAR,Active,,Karachi
AG886,Tauzeef Al-Muta'al International,2807 / RWP,Active,,Rawalpindi
AG887,Mingora International,2808 / MLK,Active,,Malakand
AG888,Faiz Buzdar International,2810 / DGK,Active,,D.G. Khan
AG889,Al-Waleed Manpower Bureau,2812 / RWP,Active,,Rawalpindi
AG890,Toor ghar Overseas Employment Promoter,2813 / PWR,Active,,
AG891,Samaa International,2815 / PWR,Active,,
AG892,Sakoon Enterprises,2816 / PWR,Active,,
AG893,Abu Rehan Recruiting Agency,2817 / MLK,Active,,Malakand
AG894,Ubaidullah Manpower Exporter,2818 / MLK,Active,,Malakand
AG895,Union Group Enterprises,2819 / PWR,Active,,
AG896,Razia Manpower Services,2820 / RWP,Active,,Rawalpindi
AG897,Al-Wahda International,2821 / PWR,Active,,
AG898,Al-Asia Overseas Employment Promoters,2822 / PWR,Active,,
AG899,Bab-E-Salam Overseas,2825 / PWR,Active,,
AG900,Maaz Overseas Corporation,2826 / PWR,Active,,
AG901,Shining Stars Manpower,3047 / RWP,Active,,Rawalpindi
AG902,Bin Dadan Recruting Agency,3049 / RWP,Active,,Rawalpindi
AG903,Spin Ghar Recruting Agency,3050 / PWR,Active,,
AG904,Shakoor Brother's,3052 / KAR,Active,,Karachi
AG905,Mansol Manpower Solution,3054 / LHR,Active,,Lahore
AG906,Dera Ghazi Khan International,3055 / DGK,Active,,D.G. Khan
AG907,Kaleem Ullah  & Brothers,3056 / LHR,Active,,Lahore
AG908,Brosha Overseas Employment,3057 / KAR,Active,,Karachi
AG909,Hina Yameen International,3058 / MTN,Active,,
AG910,Mewa International,3060 / DGK,Active,,D.G. Khan
AG911,Mandan Overseas Employment,3062 / PWR,Active,,
AG912,N.W. International,3063 / MTN,Active,,
AG913,Burewala Manpower Services,3065 / MTN,Active,,
AG914,Baizai Overseas Employment Promoters,3067 / PWR,Active,,
AG915,Saydon Overseas Employment Promoters,3068 / PWR,Active,,
AG916,Facto Manpower Services,3070 / RWP,Active,,Rawalpindi
AG917,Alpha Overseas Promoters,3071 / LHR,Active,,Lahore
AG918,Uraan International,3073 / LHR,Active,,Lahore
AG919,Dubai Manpower Bureau,3074 / GRT,Active,,Gujrat
AG920,Kashan Recruiting Agency,3075 / RWP,Active,,Rawalpindi
AG921,Nizam Overseas Employment Promoters,3076 / PWR,Active,,
AG922,Ravian International,3077 / MTN,Active,,
AG923,Jazba International,3079 / RWP,Active,,Rawalpindi
AG924,Ghaznavi International,3080 / DGK,Active,,D.G. Khan
AG925,Mian Imran International,3081 / SKT,Active,,Sialkot
AG926,Al-Wassay Manpower Bureau,3082 / LHR,Active,,Lahore
AG927,Abbaco International,3085 / RWP,Active,,Rawalpindi
AG928,Manazar Ali Enterpirses,3087 / RWP,Active,,Rawalpindi
AG929,Shergarh Corporation,3091 / RWP,Active,,Rawalpindi
AG930,Dar-ul-Khaleej Manpower Services,3093 / RWP,Active,,Rawalpindi
AG931,Stallion Overseas Employment Promoter,3094 / RWP,Active,,Rawalpindi
AG932,Dani Overseas Employment Promoter,3096 / GRT,Active,,Gujrat
AG933,U. Manpower Bureau,3097 / GRT,Active,,Gujrat
AG934,Tajdar Overseas Manpower,3098 / PWR,Active,,
AG935,Jurriest Overseas Employment,3102 / LHR,Active,,Lahore
AG936,Tanveer Iqbal International,3103 / MTN,Active,,
AG937,Bemisal Overseas,3104 / PWR,Active,,
AG938,Shayan International,3105 / MLK,Active,,Malakand
AG939,Mahreeb International (Pvt) Ltd,3107 / RWP,Active,,Rawalpindi
AG940,Umeed Overseas,3108 / RWP,Active,,Rawalpindi
AG941,Nishat Manpower Services,3109 / LHR,Active,,Lahore
AG942,Al-Nasir Habib International,3110 / LHR,Active,,Lahore
AG943,Sameer Enterprises,3113 / SKT,Active,,Sialkot
AG944,Muhammad Bakhsh Manpower Consultant,3114 / KAR,Active,,Karachi
AG945,Mureekh International OEP,3118 / GRT,Active,,Gujrat
AG946,OSM Brothers,3120 / KAR,Active,,Karachi
AG947,Muhammadi Enterprises,3121 / MTN,Active,,
AG948,Al-Maida Enterprises,3122 / SKT,Active,,Sialkot
AG949,Surkhab Overseas Employment,3123 / PWR,Active,,
AG950,Al- Rashid Overseas Employment Promoter,3125 / KAR,Active,,Karachi
AG951,Pari Manpower Recruiting Agency,3277 / MLK,Active,,Malakand
AG952,Buraaq-Al-Hisaan,3278 / RWP,Active,,Rawalpindi
AG953,Al-Nazik International,3279 / MTN,Active,,
AG954,Janasheen Enterprises,3280 / RWP,Active,,Rawalpindi
AG955,Emaan Services,3281 / KAR,Active,,Karachi
AG956,Quaid Enterprises,3282 / SKT,Active,,Sialkot
AG957,Virk & Jajja Recruiting Agency,3283 / SKT,Active,,Sialkot
AG958,Eisha Manpower Services,3285 / RWP,Active,,Rawalpindi
AG959,Arib Enterprises,3288 / RWP,Active,,Rawalpindi
AG960,Mamun Kanjan Overseas Employment Promoter,3289 / LHR,Active,,Lahore
AG961,Abyan International,3290 / RWP,Active,,Rawalpindi
AG962,Al Shoughla OEP,3291 / PWR,Active,,
AG963,Lime Light International,3292 / RWP,Active,,Rawalpindi
AG964,Shabqadar Overseas Corporation,3293 / PWR,Active,,
AG965,Maktab International,3294 / LHR,Active,,Lahore
AG966,Sea Crest Overseas,3296 / RWP,Active,,Rawalpindi
AG967,Al-Khuld Overseas Employment Promoters,3297 / RWP,Active,,Rawalpindi
AG968,The Kashar Recruitment Bureau,3298 / RWP,Active,,Rawalpindi
AG969,Al-Noros International,3299 / RWP,Active,,Rawalpindi
AG970,Blue Shine,3300 / PWR,Active,,
AG971,Al-Sarwar Enterprises,3301 / SKT,Active,,Sialkot
AG972,Wise Men International Employees,3302 / SKT,Active,,Sialkot
AG973,Manget International,3303 / LHR,Active,,Lahore
AG974,Warafana Manpower Exporters,3304 / LHR,Active,,Lahore
AG975,Sangra International OEP,3305 / LHR,Active,,Lahore
AG976,Marwareed Enterprises,3306 / RWP,Active,,Rawalpindi
AG977,Sehreena Enterprises,3308 / RWP,Active,,Rawalpindi
AG978,Mohib Corporation,3310 / RWP,Active,,Rawalpindi
AG979,Mahroosh Recruiting,3316 / MLK,Active,,Malakand
AG980,Nilab OEP,3320 / MLK,Active,,Malakand
AG981,Eilia International,3321 / MTN,Active,,
AG982,Tamana International,3323 / MTN,Active,,
AG983,Hudabia International Manpower Service,3324 / DGK,Active,,D.G. Khan
AG984,Prudential R/Agency,3325 / LHR,Active,,Lahore
AG985,Pak Links Travels,3327 / DGK,Active,,D.G. Khan
AG986,Bab-e-Khyber Enterprises.,3328 / PWR,Active,,
AG987,BlueBells International,3329 / RWP,Active,,Rawalpindi
AG988,Mufsal Services Bureau,3330 / LHR,Active,,Lahore
AG989,Arfain Enterprises,3331 / KAR,Active,,Karachi
AG990,Chaudhary Usman International,3333 / LHR,Active,,Lahore
AG991,RN International Recruitment Agency,3334 / LHR,Active,,Lahore
AG992,Masdar International,3336 / MTN,Active,,
AG993,Mehman Enterprises,3338 / PWR,Active,,
AG994,Zafran Recruiting Agency,3340 / RWP,Active,,Rawalpindi
AG995,Khallad Enterprises,3341 / MLK,Active,,Malakand
AG996,Maryam Recruiting Agency,3342 / RWP,Active,,Rawalpindi
AG997,Mubashar & Waseem Enterprises,3344 / RWP,Active,,Rawalpindi
AG998,Shirka Al-Nijran Manpower Services,3346 / RWP,Active,,Rawalpindi
AG999,Sweet Attar Manpower,3348 / LHR,Active,,Lahore
AG1000,Imad Overseas,3349 / PWR,Active,,
AG1001,Hussam & Zaki International Manpower Bureau,3521 / MTN,Active,,
AG1002,JM Overseas Employment Promoter,3523 / LHR,Active,,Lahore
AG1003,Al-Zuhayr Overseas,3526 / KAR,Active,,Karachi
AG1004,Hatim and Brothers Overseas Employment Bureau,3527 / KAR,Active,,Karachi
AG1005,Shukurya Bangash,3528 / PWR,Active,,
AG1006,New Abbasi Brothers Overseas Promoters,3529 / RWP,Active,,Rawalpindi
AG1007,Al Mehriya International,3530 / LHR,Active,,Lahore
AG1008,Sabz Ali Khan and Brother,3531 / PWR,Active,,
AG1009,Hayatani International Recruiting Agency,3532 / DGK,Active,,D.G. Khan
AG1010,New Qurtaba International,3539 / SKT,Active,,Sialkot
AG1011,Fourteen Stars Brothers Enterpises,3543 / RWP,Active,,Rawalpindi
AG1012,Hamdard Manpower Services,3546 / RWP,Active,,Rawalpindi
AG1013,Earth Manpower,3547 / RWP,Active,,Rawalpindi
AG1014,Kabi International,3548 / LHR,Active,,Lahore
AG1015,Tripoli Manpower Service,3549 / RWP,Active,,Rawalpindi
AG1016,Darul Abrar Overseas,3550 / PWR,Active,,
AG1017,Jaffer HR Services,3551 / RWP,Active,,Rawalpindi
AG1018,Abteen Recruiting Agency,3554 / MLK,Active,,Malakand
AG1019,Professional Visa Services,3555 / RWP,Active,,Rawalpindi
AG1020,Al-Kayyali International Agencies,3556 / KAR,Active,,Karachi
AG1021,Alavi Overseas Consultant,3560 / KAR,Active,,Karachi
AG1022,Sweda International,3561 / MLK,Active,,Malakand
AG1023,Koh-I-Suleman International,3562 / DGK,Active,,D.G. Khan
AG1024,Stecon Overseas Employment Services,3564 / LHR,Active,,Lahore
AG1025,Yashfa Corporation,3565 / LHR,Active,,Lahore
AG1026,Sabi Corporation,3566 / LHR,Active,,Lahore
AG1027,Lazawal International,3568 / LHR,Active,,Lahore
AG1028,New Talent Recruitment and Consultants,3569 / RWP,Active,,Rawalpindi
AG1029,Sugra International Overseas Employment Promoter,3571 / LHR,Active,,Lahore
AG1030,Dewan Manpower Services,3572 / RWP,Active,,Rawalpindi
AG1031,Reehan Bin Usman International OEP,3574 / KAR,Active,,Karachi
AG1032,Fasia Manpower Bureau,3576 / KAR,Active,,Karachi
AG1033,Janwari International,3577 / KAR,Active,,Karachi
AG1034,Sarkar Manpower Services,3578 / KAR,Active,,Karachi
AG1035,Way 2 Makkah International,3579 / KAR,Active,,Karachi
AG1036,Oxbridge Manpower Bureau,3580 / RWP,Active,,Rawalpindi
AG1037,Banjonsoa Air Ways Overseas,3581 / RWP,Active,,Rawalpindi
AG1038,RT and Sons Overseas Employment Promoter,3585 / RWP,Active,,Rawalpindi
AG1039,Jabbi Recruiting Agency,3586 / RWP,Active,,Rawalpindi
AG1040,Syed Hassan Shah & Sons,3587 / KAR,Active,,Karachi
AG1041,Broker International Overseas Employments,3590 / MTN,Active,,
AG1042,Orange Overseas Consultants (Private) Limited,3593 / RWP,Active,,Rawalpindi
AG1043,Panj Pao Manpower,3594 / PWR,Active,,
AG1044,Gul World Overseas,3596 / SKT,Active,,Sialkot
AG1045,Hazara Manpower Services,3597 / RWP,Active,,Rawalpindi
AG1046,N.F Recruitment Services,3598 / RWP,Active,,Rawalpindi
AG1047,Blessing Manpower Services,3600 / RWP,Active,,Rawalpindi
AG1048,Kaleem Ullah International Overseas Employment Promoter,3601 / RWP,Active,,Rawalpindi
AG1049,Dominator O.E.P,3602 / SKT,Active,,Sialkot
AG1050,CRG Pakistan Recruitment Agency,3605 / LHR,Active,,Lahore
AG1051,Pak East West,3767 / LHR,Active,,Lahore
AG1052,Taqvi International Manpower Bureau,3768 / GRT,Active,,Gujrat
AG1053,Zaighum Enterprises,3769 / RWP,Active,,Rawalpindi
AG1054,Sajdah International,3772 / MTN,Active,,
AG1055,Al- Bashar Recruitment Services,3773 / SKT,Active,,Sialkot
AG1056,Xenium Overseas Employment Promoter,3774 / RWP,Active,,Rawalpindi
AG1057,Royal Makkah Overseas,3775 / LHR,Active,,Lahore
AG1058,Morning Star Recuiting Agency,3776 / SKT,Active,,Sialkot
AG1059,Diroje International,3777 / KAR,Active,,Karachi
AG1060,Y.A.H. International,3779 / KAR,Active,,Karachi
AG1061,First Global Enterprises,3780 / SKT,Active,,Sialkot
AG1062,Matore Manpower,3781 / RWP,Active,,Rawalpindi
AG1063,Madanphilla Recruiting Agency,3782 / LHR,Active,,Lahore
AG1064,Farzam International,3783 / KAR,Active,,Karachi
AG1065,Darain Overseas,3784 / RWP,Active,,Rawalpindi
AG1066,Arshian Wazeer International,3788 / DGK,Active,,D.G. Khan
AG1067,Ramlah International,3789 / MTN,Active,,
AG1068,Mitru International Overseas Employment,3791 / MTN,Active,,
AG1069,Neelab Enterprises,3792 / PWR,Active,,
AG1070,Creative Achievers Overseas Recruiters,3793 / RWP,Active,,Rawalpindi
AG1071,Kaizen Manpower Company,3795 / KAR,Active,,Karachi
AG1072,Great Future Overseas Employment Promoter,3796 / GRT,Active,,Gujrat
AG1073,The Shahzad Manpower Services,3799 / SKT,Active,,Sialkot
AG1074,Bio-Tech International,3800 / RWP,Active,,Rawalpindi
AG1075,M/s Loyal Overseas Employment Promoter,3802 / PWR,Active,,
AG1076,KPK Overseas,3803 / RWP,Active,,Rawalpindi
AG1077,Hasilpur Corporation,3804 / RWP,Active,,Rawalpindi
AG1078,M/s PTP Overseas Employment Promoter,3807 / RWP,Active,,Rawalpindi
AG1079,Khujarri Overseas Employment Promoter,3808 / PWR,Active,,
AG1080,Khayaban Overseas Employment Promoters,3809 / PWR,Active,,
AG1081,Zargham Overseas Employment Promoters,3810 / PWR,Active,,
AG1082,Sangla Overseas Employment Promoters,3812 / LHR,Active,,Lahore
AG1083,Neroon Kot Overseas Employment,3813 / KAR,Active,,Karachi
AG1084,Khushaal Overseas,3815 / RWP,Active,,Rawalpindi
AG1085,M.I. Hashmi Overseas Employment Promoter,3816 / RWP,Active,,Rawalpindi
AG1086,Travigent Overseas,3817 / KAR,Active,,Karachi
AG1087,Larsa Aroos Manpower,3819 / RWP,Active,,Rawalpindi
AG1088,High World International Overseas Promoter,3820 / RWP,Active,,Rawalpindi
AG1089,Bait-Ul-Mamoor Overseas,3821 / LHR,Active,,Lahore
AG1090,Al-Tabi International,3823 / MTN,Active,,
AG1091,MLS Enterprises,3824 / RWP,Active,,Rawalpindi
AG1092,Al-Rajab International Overseas Employment,3826 / SKT,Active,,Sialkot
AG1093,Qari & Sons International,3827 / LHR,Active,,Lahore
AG1094,Naseem & Brothers Manpower Recruiting Agency,3828 / KAR,Active,,Karachi
AG1095,Diar-e-Habib Recruiting Agency,3829 / MLK,Active,,Malakand
AG1096,Alif Overseas Employment Promoters,3830 / MTN,Active,,
AG1097,Sky High Overseas Employment Promoters,3831 / KAR,Active,,Karachi
AG1098,The Best Future International,3832 / MTN,Active,,
AG1099,Quetta Overseas Employment Promoter,3833 / QTA,Active,,Quetta
AG1100,BTTC BADSHAH OVERSEAS EMPLOYMENT PROMOTER,3838 / MLK,Active,,Malakand
AG1101,T.K.B Recruting Agency,3986 / PWR,Active,,
AG1102,Damana Overseas,3987 / MLK,Active,,Malakand
AG1103,OK Mainpower Bureau,3988 / LHR,Active,,Lahore
AG1104,NKT Overseas Employment Promoters,3991 / MTN,Active,,
AG1105,Jaranwala Manpower Services,3993 / LHR,Active,,Lahore
AG1106,A.B.S. Engineering Promoters,3994 / LHR,Active,,Lahore
AG1107,Khuda Bux & Sons Overseas Employment Promoters,3995 / KAR,Active,,Karachi
AG1108,T.S.P. Recruiting Agency,3996 / MTN,Active,,
AG1109,Amsons Manpower,3997 / RWP,Active,,Rawalpindi
AG1110,Spot Light Enterprises,3998 / RWP,Active,,Rawalpindi
AG1111,Tangent Recruitment Agency,3999 / RWP,Active,,Rawalpindi
AG1112,Sargodha Manpower,4000 / LHR,Active,,Lahore
AG1113,Golan International Overseas Employment Promoter,4003 / LHR,Active,,Lahore
AG1114,ANB International,4004 / RWP,Active,,Rawalpindi
AG1115,Day & Night Recruiting Agency & Overseas Employment Promoters,4005 / RWP,Active,,Rawalpindi
AG1116,Muzayyan International,4006 / MLK,Active,,Malakand
AG1117,Get Well International,4007 / RWP,Active,,Rawalpindi
AG1118,Backup Capital Overseas Promoters,4008 / RWP,Active,,Rawalpindi
AG1119,M.H.P Panhwar Enterprises,4009 / KAR,Active,,Karachi
AG1120,Elaf Associates,4010 / SKT,Active,,Sialkot
AG1121,Iresco Overseas Employment Promoter,4011 / RWP,Active,,Rawalpindi
AG1122,Anshrakh International,4012 / GRT,Active,,Gujrat
AG1123,S.M.R Manpower Services,4013 / PWR,Active,,
AG1124,Zujajah Enterprises,4014 / RWP,Active,,Rawalpindi
AG1125,Skhani One Manpower,4016 / PWR,Active,,
AG1126,Flight Centre Overseas Employment Promoters,4017 / PWR,Active,,
AG1127,Anchor Manpower Services Pvt Ltd,4019 / RWP,Active,,Rawalpindi
AG1128,Lali Khel Overseas,4020 / MLK,Active,,Malakand
AG1129,Laqab Daman International,4021 / DGK,Active,,D.G. Khan
AG1130,Soneri Jamal International,4022 / MLK,Active,,Malakand
AG1131,Sangar Swat Enterprises,4023 / MLK,Active,,Malakand
AG1132,Al Dawadmi International,4024 / SKT,Active,,Sialkot
AG1133,Bazam International,4025 / DGK,Active,,D.G. Khan
AG1134,K & Sons HR Solutions,4026 / LHR,Active,,Lahore
AG1135,Tur Kham Enterprises,4027 / MLK,Active,,Malakand
AG1136,Hashmat Khanbaba Manpower Consultant,4028 / MLK,Active,,Malakand
AG1137,Hoti Enterprises,4029 / PWR,Active,,
AG1138,Ustad Dhoda Sharif Overseas,4031 / PWR,Active,,
AG1139,M. Pak Makkah Manpower Services,4032 / RWP,Active,,Rawalpindi
AG1140,Al-Atta Recruiting Agency,4033 / MLK,Active,,Malakand
AG1141,Ballaj International,4034 / KAR,Active,,Karachi
AG1142,Falisha Enterprises,4035 / RWP,Active,,Rawalpindi
AG1143,Al-Rehaf International Overseas Employment,4036 / RWP,Active,,Rawalpindi
AG1144,Transwheel corporation,4037 / LHR,Active,,Lahore
AG1145,MRD Sky Air Services Overseas Employment Promoter,4038 / PWR,Active,,
AG1146,Mahender Overseas Employment Promoter,4039 / RWP,Active,,Rawalpindi
AG1147,Zamil Enterprises,4042 / MLK,Active,,Malakand
AG1148,Pilgrim Overseas,4043 / MLK,Active,,Malakand
AG1149,Al-Back Enterprises,4045 / PWR,Active,,
AG1150,Decision HR Recruitment,4046 / RWP,Active,,Rawalpindi
AG1151,Masthoom Overseas Employment Promoter,4172 / RWP,Active,,Rawalpindi
AG1152,H.A.K. International,4173 / KAR,Active,,Karachi
AG1153,Al Zafra Manpower,4174 / PWR,Active,,
AG1154,Oilum International Overseas Employment Promoter,4175 / PWR,Active,,
AG1155,Al-Jamoom Overseas,4176 / DGK,Active,,D.G. Khan
AG1156,Sayazar Recruiting Agency,4177 / MLK,Active,,Malakand
AG1157,Satoon Manpower,4180 / PWR,Active,,
AG1158,New Hafiz Bashir International,4181 / MTN,Active,,
AG1159,M.I.C. Recruiting Agency,4182 / KAR,Active,,Karachi
AG1160,W and H Brothers,4185 / KAR,Active,,Karachi
AG1161,Gulbahar Overseas,4186 / PWR,Active,,
AG1162,Bricks Land Manpower,4187 / RWP,Active,,Rawalpindi
AG1163,THA Overseas Employment Promoters,4189 / LHR,Active,,Lahore
AG1164,Al-Attebi Overseas,4190 / PWR,Active,,
AG1165,Fresh Mind Talent Overseas Promoters,4192 / LHR,Active,,Lahore
AG1166,Al-Fauz International Bureau,4193 / PWR,Active,,
AG1167,ADH Mirza International,4194 / RWP,Active,,Rawalpindi
AG1168,JICO Pakistan Overseas Employment Promoters,4195 / LHR,Active,,Lahore
AG1169,Mirzai Overseas Employment Promoter,4196 / PWR,Active,,
AG1170,Toru United Overseas Employment Promoters,4197 / PWR,Active,,
AG1171,Al-Rais Sardar Brothers,4199 / KAR,Active,,Karachi
AG1172,J.I.Q. Enterprises,4200 / RWP,Active,,Rawalpindi
AG1173,Bajjarr International,4201 / RWP,Active,,Rawalpindi
AG1174,Banosi Manpower,4203 / PWR,Active,,
AG1175,Sain Services Bureau,4204 / KAR,Active,,Karachi
AG1176,Al-Bakhair Overseas,4205 / PWR,Active,,
AG1177,Hayan Manpower,4206 / MLK,Active,,Malakand
AG1178,Al-Haseena Enterprises,4207 / MLK,Active,,Malakand
AG1179,Al-Jazoor International Recruiting Agency,4208 / MLK,Active,,Malakand
AG1180,Climax Recruiting Agency,4209 / SKT,Active,,Sialkot
AG1181,Zacon International Overseas Employment Promoter,4210 / GRT,Active,,Gujrat
AG1182,Zissa International,4211 / SKT,Active,,Sialkot
AG1183,Arabeto Manpower Services,4212 / LHR,Active,,Lahore
AG1184,AM Noor International OEP,4214 / MTN,Active,,
AG1185,Al-Mubdi Overseas Employment Promotors,4216 / KAR,Active,,Karachi
AG1186,Z.R.A. Overseas,4218 / RWP,Active,,Rawalpindi
AG1187,Dure Nayab Overseas Employment,4219 / PWR,Active,,
AG1188,Abr-e-Rehmat Overseas Employment Promoter,4220 / KAR,Active,,Karachi
AG1189,Al-Muteri Overseas Employment,4222 / MTN,Active,,
AG1190,Anooj Overseas Employment Promoters,4224 / PWR,Active,,
AG1191,Wembley Manpower,4225 / RWP,Active,,Rawalpindi
AG1192,Weco International,4226 / KAR,Active,,Karachi
AG1193,Khalilani Baloch Overseas International,4227 / DGK,Active,,D.G. Khan
AG1194,J. Zaib Overseas Employment,4228 / KAR,Active,,Karachi
AG1195,Sanara International,4229 / KAR,Active,,Karachi
AG1196,Al Hannan International,4230 / LHR,Active,,Lahore
AG1197,R.G.M Babo Overseas Employment,4231 / PWR,Active,,
AG1198,Sindheri Enterprises,4232 / KAR,Active,,Karachi
AG1199,Hayaseri Recruiting Agency,4233 / MLK,Active,,Malakand
AG1200,Al-Janoon Overseas Employment Promoters,4234 / KAR,Active,,Karachi
AG1201,PGT MANPOWER,4361 / KAR,Active,,Karachi
AG1202,INTER-FRET CONSOLIDATORS (PVT) LTD.,4362 / KAR,Active,,Karachi
AG1203,A CLASS MOON MANPOWER,4364 / SKT,Active,,Sialkot
AG1204,AL NAMAS CORPORATION,4365 / RWP,Active,,Rawalpindi
AG1205,BARA KHAN RECRUITMENT AGENCY,4366 / RWP,Active,,Rawalpindi
AG1206,MACYS RECRUITMENT AGENCY,4367 / LHR,Active,,Lahore
AG1207,AZAM BIN SHAHAB INTERNATIONAL,4368 / RWP,Active,,Rawalpindi
AG1208,ABU HAMMAD INTERNATIONAL,4373 / RWP,Active,,Rawalpindi
AG1209,R.S.H.L. MANPOWER SERVICES,4376 / MTN,Active,,
AG1210,SC SILVER CORNER MANPOWER SERVICES,4378 / LHR,Active,,Lahore
AG1211,FORUM OVERSEAS SERVICES,4380 / GRT,Active,,Gujrat
AG1212,JHOKE INTERNATIONAL,4381 / DGK,Active,,D.G. Khan
AG1213,ICO INTERNATIONAL,4383 / KAR,Active,,Karachi
AG1214,KHAYABAN-E-KABIR MANPOWER,4385 / MTN,Active,,
AG1215,FIZAGHAT RECRUITING AGENCY,4386 / MLK,Active,,Malakand
AG1216,MEHMOODA NASEER & SONS INTERNATIONAL,4387 / KAR,Active,,Karachi
AG1217,OSAN MANPOWER SOLUTION,4388 / KAR,Active,,Karachi
AG1218,KMA INTERNATIONAL OVERSEAS EMPLOYMENT,4389 / RWP,Active,,Rawalpindi
AG1219,MACHHIANWALA MANPOWER SERVICES,4392 / MTN,Active,,
AG1220,OKAZ RECRUITING AGENCY,4394 / PWR,Active,,
AG1221,JMS HR CONSULTANTS,4395 / RWP,Active,,Rawalpindi
AG1222,IAS MANPOWER,4396 / RWP,Active,,Rawalpindi
AG1223,AL-KHWAIZY MANPOWER,4397 / PWR,Active,,
AG1224,AL-JUFF SAMI MANPOWER,4398 / MLK,Active,,Malakand
AG1225,RESPECTIVE MANPOWER,4403 / ABT,Active,,Abbottabad
AG1226,AASHIR & BROTHERS (PVT) LTD,4405 / RWP,Active,,Rawalpindi
AG1227,SOJLI GUL MUHAMMAD INTERNATIONAL,4409 / DGK,Active,,D.G. Khan
AG1228,WAQID ENTERPRISES,4410 / RWP,Active,,Rawalpindi
AG1229,NIGHT MOON ENTERPRISES,4411 / PWR,Active,,
AG1230,WBI MANPOWER,4413 / SKT,Active,,Sialkot
AG1231,WHOLE WORLD ENTERPRISES,4414 / SKT,Active,,Sialkot
AG1232,SMR International Recruitment Consultants,4415 / RWP,Active,,Rawalpindi
AG1233,UNILITE MANPOWER SERVICES,4416 / KAR,Active,,Karachi
AG1234,STNB GLOBAL,4419 / GRT,Active,,Gujrat
